UNIQUE_NUMBER,SPECIES,DEER_SEX,ESTIMATED_BIRTH_DATE,HOW_ADDED,ADDED_DATE,SOURCE_FACILITY,HOW_REMOVED,REMOVED_DATE,DESTINATION_FID,DESTINATION_TYPE,REPORTED_DEATH_DATE,CAUSE_OF_DEATH,FACILITY_WHERE_DEAD,POSTMORT_TEST_RESULT,POSTMORT_SMPL_CLLCTN_DATE,POSTMORT_TISSUE_TYPE,ANTEMORT_TEST_RESULT,ANTEMORT_SMPL_CLLCTN_DATE,ANTEMORT_FCLTY_WHERE_TESTED,ANTEMORT_TISSUE_TYPE
GNAK,White-Tailed Deer,F,6/26/2018,Transferred,10/19/2019,2577B,Death,12/30/2019,,,12/30/2019,Accidental Death or Injury,10953B,Post-mortem Obex and RLN,12/30/2019,Obex and RLN Not Detected,,,,
GNAT,White-Tailed Deer,F,6/26/2018,Transferred,10/19/2019,2577B,Transferred,4/29/2021,2577B,B,3/19/2022,Unknown Cause,2577B,Post-mortem Obex and RLN,3/19/2022,Obex and RLN Not Detected,,,,
HAMY,White-Tailed Deer,F,5/25/2018,Transferred,11/7/2019,13662B,Transferred,3/24/2020,13662B,B,4/15/2023,Pneumonia,1427B,Post-mortem Obex and RLN,4/15/2023,Not detected,,,,
HAN9,White-Tailed Deer,F,5/25/2018,Transferred,11/7/2019,13662B,Transferred,3/24/2020,13662B,B,9/10/2022,Poison/Digestion/Rumen Problems,1427B,Post-mortem Obex and RLN,9/10/2022,Obex and RLN Not Detected,Ante-mortem Rectal,5/19/2020,13662B,Not detected
HANY,White-Tailed Deer,F,5/26/2018,Transferred,11/7/2019,13662B,Transferred,3/24/2020,13662B,B,6/29/2023,Culled for CWD Testing,1427B,Post-mortem Obex and RLN,6/29/2023,Obex and RLN Not Detected,Ante-mortem Rectal,6/29/2023,1427B,Not detected
HJ0G,White-Tailed Deer,F,6/16/2010,Transferred,3/18/2015,9134B,Transferred,3/18/2018,15020R,R,,,,,,,Ante-mortem Rectal,7/26/2016,10953B,Not detected
HJ0T,White-Tailed Deer,F,6/20/2010,Transferred,4/10/2015,1427B,Transferred,3/18/2018,4992R,R,,,,,,,Ante-mortem Rectal,7/26/2016,10953B,Not detected
HJ18,White-Tailed Deer,F,7/1/2010,Transferred,3/18/2015,9134B,Death,11/8/2016,,,11/8/2016,Natural Causes or Weather Related,10953B,,,,Ante-mortem Rectal,7/26/2016,10953B,Not detected
HJ2P,White-Tailed Deer,F,6/13/2011,Transferred,4/10/2015,1427B,Death,3/25/2022,,,3/25/2022,Accidental Death or Injury,10953B,Post-mortem Obex and RLN,3/25/2022,Obex and RLN Not Detected,Ante-mortem Rectal,7/26/2016,10953B,Not detected
HJ30,White-Tailed Deer,F,6/15/2011,Transferred,4/10/2015,1427B,Death,7/26/2016,,,7/26/2016,Accidental Death or Injury,10953B,Post-mortem Obex and RLN,7/26/2016,"Obex Location, RLN Not Detected",,,,
JGTC,White-Tailed Deer,F,5/1/2011,Transferred,11/1/2018,1498B,Death,11/7/2018,,,11/7/2018,Accidental Death or Injury,10953B,Post-mortem Obex and RLN,2/28/2019,"Obex Location, RLN Not Detected",,,,
JJ8Q,White-Tailed Deer,F,5/30/2014,Transferred,9/29/2020,13643B,,,,,,,,,,,Ante-mortem Rectal,9/27/2023,10953B,Not detected
KGKB,White-Tailed Deer,F,6/1/2011,Transferred,4/10/2015,1427B,Death,1/1/2023,,,1/1/2023,Accidental Death or Injury,10953B,Post-mortem Obex and RLN,1/6/2023,Obex and RLN Not Detected,Ante-mortem Rectal,7/26/2016,10953B,Not detected
KGLP,White-Tailed Deer,F,7/31/2019,Transferred,3/21/2020,716B,Transferred,3/31/2022,20026B,B,,,,,,,,,,
KP7H,White-Tailed Deer,F,5/1/2011,Transferred,3/1/2018,1427B,,,,,,,,,,,Ante-mortem Rectal,9/27/2023,10953B,Not detected
L4CG,White-Tailed Deer,F,7/6/2011,Transferred,3/18/2015,9134B,Transferred,3/14/2020,15020R,R,,,,,,,Ante-mortem Rectal,7/26/2016,10953B,Not detected
L4G1,White-Tailed Deer,F,5/24/2012,Transferred,4/10/2015,1427B,Transferred,3/14/2020,15020R,R,,,,,,,Ante-mortem Rectal,7/26/2016,10953B,Not detected
L4G9,White-Tailed Deer,F,6/10/2012,Transferred,4/10/2015,1427B,Transferred,3/28/2022,20487R,R,,,,,,,Ante-mortem Rectal,12/1/2021,10953B,Not detected
L4GT,White-Tailed Deer,F,6/12/2012,Transferred,4/10/2015,1427B,Transferred,4/17/2021,5070B,B,10/15/2022,Other Disease or Infection,5070B,Post-mortem Obex and RLN,10/17/2022,Obex and RLN Not Detected,Ante-mortem Rectal,7/26/2016,10953B,Not detected
L68P,White-Tailed Deer,M,6/1/2012,Transferred,11/8/2014,1334B,Death,8/7/2015,,,8/7/2015,Culled for CWD Testing,10953B,Post-mortem Obex and RLN,8/7/2015,Obex and RLN Not Detected,,,,
L6B3,White-Tailed Deer,M,5/25/2012,Transferred,11/8/2014,1334B,Death,8/7/2015,,,8/7/2015,Culled for CWD Testing,10953B,Post-mortem Obex and RLN,8/7/2015,Obex and RLN Not Detected,,,,
LA7L,White-Tailed Deer,F,7/12/2018,Transferred,3/30/2020,13788B,,,,,,,,,,,Ante-mortem Rectal,9/27/2023,10953B,Not detected
LA9J,White-Tailed Deer,F,7/25/2018,Transferred,3/30/2020,13788B,Transferred,3/23/2021,15660R,R,,,,,,,,,,
LXM9,White-Tailed Deer,F,6/6/2011,Transferred,3/18/2015,9134B,Death,10/6/2015,,,10/6/2015,Accidental Death or Injury,10953B,Post-mortem Obex and RLN,10/6/2015,Obex and RLN Not Detected,,,,
LXMF,White-Tailed Deer,F,6/6/2011,Transferred,3/18/2015,9134B,Death,7/2/2015,,,7/2/2015,Accidental Death or Injury,10953B,Post-mortem Obex and RLN,7/2/2015,Obex and RLN Not Detected,,,,
M3RR,White-Tailed Deer,F,5/20/2013,Transferred,10/12/2017,170B,Transferred,4/9/2020,3496B,B,4/7/2021,Culled for CWD Testing,3496B,Post-mortem Obex and RLN,4/7/2021,Obex and RLN Not Detected,Ante-mortem Rectal,10/5/2016,170B,Not detected
MP2T,White-Tailed Deer,F,5/5/2012,Transferred,4/3/2019,13788B,Transferred,2/19/2020,15660R,R,,,,,,,,,,
MP3K,White-Tailed Deer,F,5/5/2012,Transferred,3/6/2020,1689B,Death,11/27/2022,,,11/27/2022,Pneumonia,10953B,Post-mortem Obex and RLN,11/30/2022,Obex and RLN Not Detected,,,,
MYN1,White-Tailed Deer,M,6/7/2012,Transferred,3/18/2015,9134B,Death,8/7/2015,,,8/7/2015,Culled for CWD Testing,10953B,Post-mortem Obex and RLN,8/7/2015,Obex and RLN Not Detected,,,,
MYN1,White-Tailed Deer,M,6/7/2012,Transferred,11/8/2014,1334B,Transferred,11/14/2014,9134B,B,8/7/2015,Culled for CWD Testing,10953B,Post-mortem Obex and RLN,8/7/2015,Obex and RLN Not Detected,,,,
MYN7,White-Tailed Deer,M,6/8/2012,Transferred,11/8/2014,1334B,Death,8/7/2015,,,8/7/2015,Culled for CWD Testing,10953B,Post-mortem Obex and RLN,8/7/2015,Obex and RLN Not Detected,,,,
MYNY,White-Tailed Deer,M,6/11/2012,Transferred,11/8/2014,1334B,Death,8/7/2015,,,8/7/2015,Culled for CWD Testing,10953B,Post-mortem Obex and RLN,8/7/2015,Obex and RLN Not Detected,,,,
MYP0,White-Tailed Deer,M,6/13/2012,Transferred,3/18/2015,9134B,Death,8/7/2015,,,8/7/2015,Culled for CWD Testing,10953B,Post-mortem Obex and RLN,8/7/2015,Obex and RLN Not Detected,,,,
MYP0,White-Tailed Deer,M,6/13/2012,Transferred,11/8/2014,1334B,Transferred,11/11/2014,9134B,B,8/7/2015,Culled for CWD Testing,10953B,Post-mortem Obex and RLN,8/7/2015,Obex and RLN Not Detected,,,,
MYPN,White-Tailed Deer,M,6/12/2012,Transferred,11/8/2014,1334B,Death,8/7/2015,,,8/7/2015,Culled for CWD Testing,10953B,Post-mortem Obex and RLN,8/7/2015,Obex and RLN Not Detected,,,,
MYQ2,White-Tailed Deer,M,6/20/2012,Transferred,11/8/2014,1334B,Death,8/7/2015,,,8/7/2015,Culled for CWD Testing,10953B,Post-mortem Obex and RLN,8/7/2015,Obex and RLN Not Detected,,,,
MYQ9,White-Tailed Deer,M,6/20/2012,Transferred,11/8/2014,1334B,Death,8/7/2015,,,8/7/2015,Culled for CWD Testing,10953B,Post-mortem Obex and RLN,8/7/2015,Obex and RLN Not Detected,,,,
MYQG,White-Tailed Deer,M,6/23/2012,Transferred,11/8/2014,1334B,Death,8/7/2015,,,8/7/2015,Culled for CWD Testing,10953B,Post-mortem Obex and RLN,8/7/2015,Obex and RLN Not Detected,,,,
MYQT,White-Tailed Deer,M,6/25/2012,Transferred,11/8/2014,1334B,Death,8/7/2015,,,8/7/2015,Culled for CWD Testing,10953B,Post-mortem Obex and RLN,8/7/2015,Obex and RLN Not Detected,,,,
MYQV,White-Tailed Deer,M,6/25/2012,Transferred,11/8/2014,1334B,Death,8/7/2015,,,8/7/2015,Culled for CWD Testing,10953B,Post-mortem Obex and RLN,8/7/2015,Obex and RLN Not Detected,,,,
MYRG,White-Tailed Deer,M,6/29/2012,Transferred,11/8/2014,1334B,Death,8/7/2015,,,8/7/2015,Culled for CWD Testing,10953B,Post-mortem Obex and RLN,8/7/2015,Obex and RLN Not Detected,,,,
MYRV,White-Tailed Deer,M,7/7/2012,Transferred,11/8/2014,1334B,Death,8/7/2015,,,8/7/2015,Culled for CWD Testing,10953B,Post-mortem Obex and RLN,8/7/2015,Obex and RLN Not Detected,,,,
MYT1,White-Tailed Deer,M,7/16/2012,Transferred,11/8/2014,1334B,Death,8/7/2015,,,8/7/2015,Culled for CWD Testing,10953B,Post-mortem Obex and RLN,8/7/2015,Obex and RLN Not Detected,,,,
MYT5,White-Tailed Deer,M,7/19/2012,Transferred,11/8/2014,1334B,Death,11/9/2014,,,11/9/2014,Capture or Transport Related Death,10953B,Post-mortem Obex and RLN,11/9/2014,Obex and RLN Not Detected,,,,
MYTC,White-Tailed Deer,M,7/21/2012,Transferred,11/8/2014,1334B,Death,8/7/2015,,,8/7/2015,Culled for CWD Testing,10953B,Post-mortem Obex and RLN,8/7/2015,Obex and RLN Not Detected,,,,
MYTH,White-Tailed Deer,M,7/25/2012,Transferred,11/8/2014,1334B,Death,8/7/2015,,,8/7/2015,Culled for CWD Testing,10953B,Post-mortem Obex and RLN,8/7/2015,Obex and RLN Not Detected,,,,
MYTW,White-Tailed Deer,M,8/9/2012,Transferred,11/8/2014,1334B,Death,8/7/2015,,,8/7/2015,Culled for CWD Testing,10953B,Post-mortem Obex and RLN,8/7/2015,Obex and RLN Not Detected,,,,
MYX2,White-Tailed Deer,F,6/11/2013,Transferred,3/25/2015,1334B,Death,8/7/2015,,,8/7/2015,Culled for CWD Testing,10953B,Post-mortem Obex and RLN,8/7/2015,Obex and RLN Not Detected,,,,
N5P8,White-Tailed Deer,F,7/9/2012,Transferred,4/10/2015,1427B,Transferred,3/18/2018,15020R,R,,,,,,,Ante-mortem Rectal,7/26/2016,10953B,Not detected
N5Q2,White-Tailed Deer,F,8/14/2012,Transferred,4/10/2015,1427B,,,,,,,,,,,Ante-mortem Rectal,9/27/2023,10953B,Not detected
N5Q3,White-Tailed Deer,M,8/15/2012,Transferred,9/10/2015,1427B,Death,2/6/2020,,,2/6/2020,Pneumonia,10953B,Post-mortem Obex and RLN,2/6/2020,"Obex Location, RLN Not Detected",Ante-mortem Rectal,6/9/2017,10953B,Not detected
P376,White-Tailed Deer,F,7/1/2013,Transferred,3/18/2015,9134B,Death,7/26/2016,,,7/26/2016,Accidental Death or Injury,10953B,Post-mortem Obex and RLN,7/26/2016,Not detected,,,,
P377,White-Tailed Deer,M,6/16/2019,Birth,6/16/2019,,Transferred,9/19/2022,10651B,B,,,,,,,Ante-mortem Rectal,3/27/2024,10651B,Not detected
P378,White-Tailed Deer,M,7/1/2013,Transferred,3/18/2015,9134B,Transferred,9/6/2016,4992R,R,,,,,,,,,,
P37B,White-Tailed Deer,M,7/1/2013,Transferred,3/18/2015,9134B,Transferred,9/6/2016,4992R,R,,,,,,,,,,
P37G,White-Tailed Deer,F,7/1/2013,Transferred,3/18/2015,9134B,Transferred,3/25/2018,4810R,R,,,,,,,Ante-mortem Rectal,7/26/2016,10953B,Not detected
P37H,White-Tailed Deer,F,7/1/2013,Transferred,3/18/2015,9134B,Transferred,3/25/2018,4810R,R,,,,,,,Ante-mortem Rectal,7/6/2017,10953B,Not detected
P37K,White-Tailed Deer,M,7/1/2013,Transferred,3/18/2015,9134B,Transferred,9/6/2016,4992R,R,,,,,,,,,,
P37M,White-Tailed Deer,F,7/1/2013,Transferred,3/18/2015,9134B,Transferred,3/25/2018,4810R,R,,,,,,,Ante-mortem Rectal,7/26/2016,10953B,Not detected
P37N,White-Tailed Deer,F,7/1/2013,Transferred,3/18/2015,9134B,Transferred,3/25/2018,4810R,R,,,,,,,Ante-mortem Rectal,7/26/2016,10953B,Not detected
P37R,White-Tailed Deer,F,6/30/2015,Birth,6/30/2015,,Transferred,3/25/2018,4810R,R,,,,,,,,,,
P37T,White-Tailed Deer,F,7/1/2013,Transferred,3/18/2015,9134B,Transferred,3/18/2018,15020R,R,,,,,,,Ante-mortem Rectal,7/26/2016,10953B,Not detected
P37V,White-Tailed Deer,M,7/1/2013,Transferred,3/18/2015,9134B,Transferred,9/6/2016,4992R,R,,,,,,,,,,
P37W,White-Tailed Deer,M,7/1/2013,Transferred,3/18/2015,9134B,Transferred,9/6/2016,4992R,R,,,,,,,,,,
P37Y,White-Tailed Deer,F,7/1/2013,Transferred,3/18/2015,9134B,Transferred,3/25/2018,4810R,R,,,,,,,Ante-mortem Rectal,7/26/2016,10953B,Not detected
P380,White-Tailed Deer,M,7/1/2013,Transferred,3/18/2015,9134B,Transferred,9/6/2016,4992R,R,,,,,,,,,,
P381,White-Tailed Deer,M,6/30/2015,Birth,6/30/2015,,Transferred,9/9/2019,15660R,R,,,,,,,,,,
P382,White-Tailed Deer,M,6/9/2014,Transferred,3/18/2015,9134B,Transferred,9/15/2017,4992R,R,,,,,,,,,,
P383,White-Tailed Deer,M,6/9/2014,Transferred,3/18/2015,9134B,Transferred,9/15/2017,4992R,R,,,,,,,Ante-mortem Rectal,6/9/2017,10953B,Not detected
P384,White-Tailed Deer,F,6/9/2014,Transferred,3/18/2015,9134B,Transferred,5/20/2016,12693R,R,,,,,,,,,,
P385,White-Tailed Deer,F,6/9/2014,Transferred,3/18/2015,9134B,Transferred,5/20/2016,12693R,R,,,,,,,,,,
P386,White-Tailed Deer,M,6/30/2015,Birth,6/30/2015,,Transferred,9/11/2018,4992R,R,,,,,,,,,,
P387,White-Tailed Deer,M,6/9/2014,Transferred,3/18/2015,9134B,Transferred,9/15/2017,4992R,R,,,,,,,Ante-mortem Rectal,6/9/2017,10953B,Not detected
P388,White-Tailed Deer,F,6/9/2014,Transferred,3/18/2015,9134B,Transferred,5/20/2016,12693R,R,,,,,,,,,,
P389,White-Tailed Deer,F,6/9/2014,Transferred,3/18/2015,9134B,Transferred,5/20/2016,12693R,R,,,,,,,,,,
P38B,White-Tailed Deer,M,6/9/2014,Transferred,3/18/2015,9134B,Transferred,9/15/2017,4992R,R,,,,,,,Ante-mortem Rectal,6/9/2017,10953B,Not detected
P38C,White-Tailed Deer,F,6/30/2015,Birth,6/30/2015,,Transferred,3/18/2018,15020R,R,,,,,,,,,,
P38F,White-Tailed Deer,M,6/9/2014,Transferred,3/18/2015,9134B,Death,1/11/2018,,,1/11/2018,Accidental Death or Injury,10953B,Post-mortem Obex and RLN,1/11/2018,"Obex Location, RLN Not Detected",Ante-mortem Rectal,6/9/2017,10953B,Not detected
P38G,White-Tailed Deer,F,6/9/2014,Transferred,3/18/2015,9134B,Transferred,5/20/2016,12693R,R,,,,,,,,,,
P38H,White-Tailed Deer,M,6/9/2014,Transferred,3/18/2015,9134B,Transferred,9/15/2017,4992R,R,,,,,,,,,,
P38J,White-Tailed Deer,M,6/30/2015,Birth,6/30/2015,,Transferred,9/12/2018,11499R,R,,,,,,,,,,
P38K,White-Tailed Deer,F,6/9/2014,Transferred,3/18/2015,9134B,Transferred,5/20/2016,12693R,R,,,,,,,,,,
P38L,White-Tailed Deer,M,6/30/2015,Birth,6/30/2015,,Death,12/5/2018,,,12/5/2018,Natural Causes or Weather Related,10953B,Post-mortem Obex and RLN,2/28/2019,Obex and RLN Not Detected,,,,
P38M,White-Tailed Deer,M,6/9/2014,Transferred,3/18/2015,9134B,Death,1/12/2018,,,1/12/2018,Accidental Death or Injury,10953B,Post-mortem Obex and RLN,1/12/2018,"Obex Location, RLN Not Detected",Ante-mortem Rectal,6/9/2017,10953B,Not detected
P38N,White-Tailed Deer,M,6/9/2014,Transferred,3/18/2015,9134B,Transferred,9/15/2017,4992R,R,,,,,,,Ante-mortem Rectal,6/9/2017,10953B,Not detected
P38P,White-Tailed Deer,F,6/30/2015,Birth,6/30/2015,,Transferred,4/7/2022,4992R,R,,,,,,,Ante-mortem Rectal,12/1/2021,10953B,Not detected
P38Q,White-Tailed Deer,M,6/9/2014,Transferred,3/18/2015,9134B,Transferred,9/15/2017,4992R,R,,,,,,,Ante-mortem Rectal,6/9/2017,10953B,Not detected
P38R,White-Tailed Deer,F,6/30/2015,Birth,6/30/2015,,Transferred,3/14/2020,15020R,R,,,,,,,Ante-mortem Rectal,3/28/2017,10953B,Not detected
P38T,White-Tailed Deer,M,6/30/2015,Birth,6/30/2015,,Transferred,9/12/2018,11499R,R,,,,,,,,,,
P38V,White-Tailed Deer,F,6/9/2014,Transferred,3/18/2015,9134B,Transferred,5/20/2016,12693R,R,,,,,,,,,,
P38W,White-Tailed Deer,F,6/9/2014,Transferred,3/18/2015,9134B,Transferred,5/20/2016,12693R,R,,,,,,,,,,
P38X,White-Tailed Deer,F,6/9/2014,Transferred,3/18/2015,9134B,Transferred,5/20/2016,12693R,R,,,,,,,,,,
P38Y,White-Tailed Deer,F,6/9/2014,Transferred,3/18/2015,9134B,Transferred,5/20/2016,12693R,R,,,,,,,,,,
P390,White-Tailed Deer,M,6/30/2015,Birth,6/30/2015,,Transferred,9/11/2018,4992R,R,,,,,,,,,,
P391,White-Tailed Deer,M,6/9/2014,Transferred,3/18/2015,9134B,Transferred,9/15/2017,4992R,R,,,,,,,,,,
P392,White-Tailed Deer,F,6/30/2015,Birth,6/30/2015,,Transferred,3/25/2018,4810R,R,,,,,,,,,,
P393,White-Tailed Deer,M,6/30/2015,Birth,6/30/2015,,Transferred,9/12/2018,11499R,R,,,,,,,,,,
P394,White-Tailed Deer,M,6/9/2014,Transferred,3/18/2015,9134B,Transferred,9/15/2017,4992R,R,,,,,,,Ante-mortem Rectal,6/9/2017,10953B,Not detected
P395,White-Tailed Deer,M,6/30/2015,Birth,6/30/2015,,Transferred,9/11/2018,4992R,R,,,,,,,,,,
P396,White-Tailed Deer,M,6/9/2014,Transferred,3/18/2015,9134B,Transferred,9/15/2017,4992R,R,,,,,,,Ante-mortem Rectal,6/9/2017,10953B,Not detected
P397,White-Tailed Deer,M,6/9/2014,Transferred,3/18/2015,9134B,Transferred,9/15/2017,4992R,R,,,,,,,,,,
P398,White-Tailed Deer,M,6/9/2014,Transferred,3/18/2015,9134B,Transferred,9/15/2017,4992R,R,,,,,,,Ante-mortem Rectal,6/9/2017,10953B,Not detected
P399,White-Tailed Deer,M,6/9/2014,Transferred,3/18/2015,9134B,Transferred,9/15/2017,4992R,R,,,,,,,Ante-mortem Rectal,6/9/2017,10953B,Not detected
P39B,White-Tailed Deer,F,6/30/2015,Birth,6/30/2015,,Transferred,3/18/2018,15020R,R,,,,,,,,,,
P39C,White-Tailed Deer,M,6/30/2015,Birth,6/30/2015,,Transferred,3/18/2018,4992R,R,,,,,,,,,,
P39F,White-Tailed Deer,F,6/30/2015,Birth,6/30/2015,,Transferred,3/25/2018,4810R,R,,,,,,,,,,
P39G,White-Tailed Deer,M,6/30/2015,Birth,6/30/2015,,Death,7/1/2017,,,7/1/2017,Accidental Death or Injury,10953B,Post-mortem Obex and RLN,7/1/2017,Not detected,,,,
P39H,White-Tailed Deer,F,6/30/2015,Birth,6/30/2015,,Transferred,3/25/2018,4810R,R,,,,,,,,,,
P39J,White-Tailed Deer,F,6/30/2015,Birth,6/30/2015,,Transferred,3/18/2018,15020R,R,,,,,,,,,,
P39K,White-Tailed Deer,M,6/30/2015,Birth,6/30/2015,,Transferred,9/12/2018,11499R,R,,,,,,,,,,
P3Q0,White-Tailed Deer,F,5/26/2015,Transferred,4/23/2021,1730B,Death,11/29/2023,,,11/29/2023,Accidental Death or Injury,10953B,Post-mortem Obex and RLN,11/29/2023,Obex and RLN Not Detected,Ante-mortem Rectal,9/27/2023,10953B,Not detected
P4TQ,White-Tailed Deer,F,6/5/2013,Transferred,3/1/2018,1427B,Transferred,3/23/2021,15660R,R,,,,,,,,,,
PL42,White-Tailed Deer,M,7/15/2013,Transferred,9/10/2015,1427B,Death,2/28/2019,,,2/28/2019,Natural Causes or Weather Related,10953B,Post-mortem Obex and RLN,2/28/2019,"Obex Location, RLN Not Detected",Ante-mortem Rectal,6/9/2017,10953B,Not detected
PL43,White-Tailed Deer,F,7/15/2013,Transferred,10/10/2018,1427B,Death,6/27/2021,,,6/27/2021,Pneumonia,10953B,Post-mortem Obex and RLN,6/28/2021,Obex and RLN Not Detected,,,,
PL68,White-Tailed Deer,M,6/11/2014,Transferred,4/10/2015,1427B,Transferred,8/29/2017,4992R,R,,,,,,,Ante-mortem Rectal,6/9/2017,10953B,Not detected
PL69,White-Tailed Deer,M,6/11/2014,Transferred,4/10/2015,1427B,Transferred,8/29/2017,4992R,R,,,,,,,,,,
PL6P,White-Tailed Deer,F,6/12/2014,Transferred,3/24/2020,1427B,Death,11/27/2022,,,11/27/2022,Pneumonia,10953B,Post-mortem Obex and RLN,11/30/2022,"Obex Location, RLN Not Detected",,,,
PL6T,White-Tailed Deer,F,6/12/2014,Transferred,4/10/2015,1427B,Transferred,3/25/2019,2577B,B,,,,,,,Ante-mortem Rectal,11/3/2022,2577B,Not detected
PL6V,White-Tailed Deer,F,6/12/2014,Transferred,4/10/2015,1427B,Transferred,4/17/2021,5070B,B,,,,,,,Ante-mortem Rectal,10/8/2022,5070B,Not detected
PL70,White-Tailed Deer,F,6/13/2014,Transferred,4/10/2015,1427B,Transferred,12/3/2015,1427B,B,3/25/2022,Accidental Death or Injury,10953B,Post-mortem Obex and RLN,3/25/2022,Obex and RLN Not Detected,,,,
PL70,White-Tailed Deer,F,6/13/2014,Transferred,11/7/2019,1427B,Death,3/25/2022,,,3/25/2022,Accidental Death or Injury,10953B,Post-mortem Obex and RLN,3/25/2022,Obex and RLN Not Detected,,,,
PL71,White-Tailed Deer,F,6/13/2014,Transferred,4/10/2015,1427B,Transferred,4/3/2019,12014B,B,,,,,,,Ante-mortem Rectal,10/5/2023,12014B,Not detected
PL75,White-Tailed Deer,F,6/14/2014,Transferred,4/10/2015,1427B,,,,,,,,,,,Ante-mortem Rectal,9/27/2023,10953B,Not detected
PLKP,White-Tailed Deer,F,6/1/2014,Transferred,4/10/2015,1427B,Death,11/23/2017,,,11/23/2017,Pneumonia,10953B,Post-mortem Obex and RLN,11/23/2017,Inconclusive,Ante-mortem Rectal,7/26/2016,10953B,Not detected
PN3J,White-Tailed Deer,F,6/15/2013,Transferred,4/10/2015,1427B,Death,7/15/2015,,,7/15/2015,Accidental Death or Injury,10953B,Post-mortem Obex and RLN,7/15/2015,Obex and RLN Not Detected,,,,
PN3T,White-Tailed Deer,F,6/15/2013,Transferred,4/10/2015,1427B,Transferred,3/28/2022,20487R,R,,,,,,,Ante-mortem Rectal,12/1/2021,10953B,Not detected
QYQ8,White-Tailed Deer,F,5/22/2015,Transferred,10/12/2015,2958B,Transferred,3/23/2021,15660R,R,,,,,,,,,,
R0CC,White-Tailed Deer,F,6/23/2014,Transferred,4/30/2015,556B,Transferred,3/14/2020,15020R,R,,,,,,,Ante-mortem Lymph Node,4/20/2016,10953B,Not detected
R0CF,White-Tailed Deer,F,6/23/2014,Transferred,4/30/2015,556B,Death,11/23/2017,,,11/23/2017,Accidental Death or Injury,10953B,Post-mortem Obex and RLN,11/23/2017,"Obex Location, RLN Not Detected",Ante-mortem Lymph Node,4/20/2016,10953B,Not detected
R0H7,White-Tailed Deer,M,6/28/2014,Transferred,4/30/2015,556B,Transferred,8/29/2017,4992R,R,,,,,,,Ante-mortem Lymph Node,4/20/2016,10953B,Not detected
R0HB,White-Tailed Deer,M,6/29/2014,Transferred,4/30/2015,556B,Transferred,8/29/2017,4992R,R,,,,,,,Ante-mortem Lymph Node,4/20/2016,10953B,Not detected
R0HJ,White-Tailed Deer,M,7/2/2014,Transferred,4/30/2015,556B,Transferred,9/11/2018,4992R,R,,,,,,,Ante-mortem Lymph Node,4/20/2016,10953B,Not detected
R0JH,White-Tailed Deer,M,6/26/2014,Transferred,4/30/2015,556B,Transferred,8/29/2017,4992R,R,,,,,,,Ante-mortem Lymph Node,4/20/2016,10953B,Not detected
R9QM,White-Tailed Deer,F,6/26/2016,Transferred,10/23/2018,5177B,,,,,,,,,,,Ante-mortem Rectal,9/27/2023,10953B,Not detected
RH69,White-Tailed Deer,F,6/15/2018,Transferred,12/4/2018,5070B,Death,12/8/2018,,,12/8/2018,Accidental Death or Injury,10953B,,,,,,,
RHQT,White-Tailed Deer,F,6/1/2015,Transferred,3/8/2021,1020B,,,,,,,,,,,Ante-mortem Rectal,9/27/2023,10953B,Not detected
RLFR,White-Tailed Deer,F,6/1/2014,Transferred,10/15/2020,1689B,Transferred,3/30/2022,17903R,R,,,,,,,Ante-mortem Rectal,12/1/2021,10953B,Not detected
RM7A,White-Tailed Deer,F,7/13/2019,Transferred,3/18/2020,13130B,Transferred,3/31/2022,20026B,B,,,,,,,,,,
RV37,White-Tailed Deer,F,6/14/2014,Transferred,4/10/2015,1427B,Transferred,3/26/2018,2577B,B,,,,,,,Ante-mortem Rectal,11/1/2023,2577B,Not detected
RV3J,White-Tailed Deer,F,6/14/2014,Transferred,10/10/2018,1427B,Transferred,4/17/2021,5070B,B,4/18/2021,Capture or Transport Related Death,5070B,Post-mortem Obex and RLN,4/20/2021,Obex and RLN Not Detected,,,,
RV3X,White-Tailed Deer,F,6/14/2014,Transferred,4/10/2015,1427B,Transferred,4/2/2019,3496B,B,5/3/2022,Natural Causes or Weather Related,3496B,Post-mortem Obex and RLN,5/3/2022,Obex and RLN Not Detected,Ante-mortem Rectal,4/28/2021,3496B,Not detected
RV4M,White-Tailed Deer,F,6/17/2014,Transferred,4/10/2015,1427B,Death,5/19/2015,,,5/19/2015,Pneumonia,10953B,,,,,,,
RV4N,White-Tailed Deer,F,6/17/2014,Transferred,4/10/2015,1427B,Death,9/9/2015,,,9/9/2015,Accidental Death or Injury,10953B,Post-mortem Obex and RLN,9/9/2015,Obex and RLN Not Detected,,,,
RV4P,White-Tailed Deer,M,6/17/2014,Transferred,4/10/2015,1427B,Transferred,8/29/2017,4992R,R,,,,,,,Ante-mortem Rectal,6/9/2017,10953B,Not detected
RV4R,White-Tailed Deer,F,6/17/2014,Transferred,4/10/2015,1427B,Transferred,3/26/2018,5070B,B,11/3/2020,Other Non-disease Death,5070B,Post-mortem Obex and RLN,11/4/2020,Obex and RLN Not Detected,Ante-mortem Rectal,7/21/2017,10953B,Not detected
RV4T,White-Tailed Deer,F,6/17/2014,Transferred,4/10/2015,1427B,Transferred,3/18/2018,4992R,R,,,,,,,,,,
